20181209;60797
20181210;97429
20181211;171542
20181212;157305
20181213;146108
20181214;138233
20181215;102179
20181216;68843
20181217;100403
20181218;160751
20181219;149792
20181220;131876
20181221;104517
20181222;68074
20181223;52468
20181224;36361
20181225;34238
20181226;83409
20181227;77095
20181228;69952
20181229;60773
20181230;45514
20181231;25462
20190101;24324
20190102;88112
20190103;81885
20190104;77332
20190105;64055
20190106;50011
20190107;100525
20190108;173484
20190109;164065
20190110;164182
20190111;153579
20190112;122415
20190113;95562
20190114;110407
20190115;182123
20190116;176814
20190117;177171
20190118;169646
20190119;134977
20190120;99140
20190121;123780
20190122;200249
20190123;201700
20190124;197908
20190125;166897
20190126;118087
20190127;99134
20190128;127913
20190129;215275
20190130;199286
20190131;182519
20190201;175353
20190202;131885
20190203;87678
20190204;121228
20190205;189299
20190206;182690
20190207;173861
20190208;155128
20190209;108926
20190210;59973
20190211;92447
20190212;210412
20190213;206377
20190214;172396
20190215;162287
20190216;106171
20190217;58132
20190218;90826
20190219;193949
20190220;179671
20190221;166404
20190222;142948
20190223;95437
20190224;51859
20190225;83325
20190226;167391
20190227;156389
20190228;147475
20190301;132685
20190302;87224
20190303;55510
20190304;83806
20190305;157427
20190306;141522
20190307;127991
20190308;87581
20190309;82288
20190310;54221
20190311;81431
20190312;153441
20190313;145586
20190314;136597
20190315;116419
20190316;79494
20190317;50217
20190318;73332
20190319;143030
20190320;135049
20190321;121276
20190322;90228
20190323;46879
20190324;32247
20190325;30036
20190326;49007
20190327;40763
20190328;35968
20190329;30631
20190330;30096
20190331;30677
20190401;41431
20190402;87094
20190403;140655
20190404;134539
20190405;121827
20190406;80211
20190407;52851
20190408;77651
20190409;149861
20190410;134127
20190411;125952
20190412;116999
20190413;79852
20190414;49735
20190415;72856
20190416;139732
20190417;128498
20190418;125192
20190419;110640
20190420;75386
20190421;48874
20190422;73737
20190423;140534
20190424;132538
20190425;119579
20190426;88869
20190427;67904
20190428;42822
20190429;47880
20190430;63136
20190501;58300
20190502;85393
20190503;136047
20190504;97141
20190505;64404
20190506;83412
20190507;153619
20190508;112163
20190509;136838
20190510;135684
20190511;100777
20190512;63395
20190513;81778
20190514;127710
20190515;103597
20190516;139340
20190517;132341
20190518;83368
20190519;76513
20190520;95205
20190521;155006
20190522;149032
20190523;139814
20190524;136940
20190525;109146
20190526;79378
20190527;104210
20190528;163558
20190529;156249
20190530;144665
20190531;136169
20190601;108721
20190602;82645
20190603;100835
20190604;155500
20190605;139193
20190606;137015
20190607;121521
20190608;106273
20190609;69715
20190610;83988
20190611;130015
20190612;120848
20190613;108759
20190614;96899
20190615;76664
20190616;51287
20190617;60295
20190618;108333
20190619;101111
20190620;87396
20190621;79452
20190622;62814
20190623;41188
20190624;47209
20190625;77859
20190626;74361
20190627;67135
20190628;59544
20190629;51591
20190630;26036
20190701;28494
20190702;62630
20190703;51158
20190704;42431
20190705;38579
20190706;30252
20190707;13019
20190708;14903
20190709;31966
20190710;23073
20190711;19550
20190712;18223
20190713;14868
20190714;5834
20190715;6111
20190716;14296
20190717;12329
20190718;10161
20190719;5775
20190720;8402
20190721;3601
20190722;4370
20190723;10957
20190724;9339
20190725;8122
20190726;7662
20190727;6085
20190728;3515
20190729;3667
20190730;6414
20190731;8360
20190801;8045
20190802;7392
20190803;6083
20190804;4099
20190805;4017
20190806;7358
20190807;7484
20190808;6909
20190809;6367
20190810;5275
20190811;4196
20190812;4165
20190813;7972
20190814;7153
20190815;5656
20190816;7463
20190817;6807
20190818;5271
20190819;5890
20190820;11287
20190821;11542
20190822;11542
20190823;11042
20190824;9395
20190825;7715
20190826;6339
20190827;17921
20190828;19190
20190829;19253
20190830;21145
20190831;21352
20190901;15393
20190902;44140
20190903;59979
20190904;82334
20190905;90225
20190906;63467
20190907;35907
20190908;58121
20190909;157094
20190910;168915
20190911;158110
20190912;136612
20190913;86665
20190914;56855
20190915;82608
20190916;174608
20190917;166838
20190918;157804
20190919;143780
20190920;93068
20190921;56961
20190922;89294
20190923;181016
20190924;175847
20190925;161911
20190926;143147
20190927;91267
20190928;57330
20190929;86136
20190930;172349
20191001;165980
20191002;155901
20191003;138873
20191004;92245
20191005;55934
20191006;84906
20191007;173913
20191008;165958
20191009;148669
20191010;134432
20191011;90804
20191012;55539
20191013;89479
20191014;171765
20191015;161692
20191016;147595
20191017;133891
20191018;92175
20191019;58403
20191020;88873
20191021;163307
20191022;155121
20191023;148951
20191024;131066
20191025;90187
20191026;59066
20191027;89318
20191028;158852
20191029;147081
20191030;132221
20191031;91730
20191101;48085
20191102;56274
20191103;85939
20191104;161261
20191105;152556
20191106;143256
20191107;131184
20191108;94747
20191109;64227
20191110;79089
20191111;154425
20191112;148707
20191113;139006
20191114;125052
20191115;84721
20191116;57521
20191117;85958
20191118;153733
20191119;149452
20191120;142068
20191121;126587
20191122;92413
20191123;56681
20191124;82886
20191125;148392
20191126;143812
20191127;132045
20191128;122373
20191129;82820
20191130;60139
20191201;85705
20191202;146856
20191203;141781
20191204;133764
20191205;101228
20191206;59237
20191207;56705
20191208;64866
20191209;106505
20191210;157788
20191211;148035
20191212;139205
20191213;102529
20191214;77383
20191215;101993
20191216;154099
20191217;140266
20191218;127680
20191219;100781
20191220;67926
20191221;50293
20191222;53152
20191223;70001
20191224;36482
20191225;28608
20191226;70000
20191227;63085
20191228;51940
20191229;52593
20191230;60166
20191231;30054
20200101;23998
20200102;80129
20200103;74650
20200104;65108
20200105;59661
20200106;61074
20200107;115564
20200108;135206
20200109;142531
20200110;124482
20200111;92224
20200112;103293
20200113;152899
20200114;152478
20200115;149555
20200116;142424
20200117;115920
20200118;73483
20200119;97224
20200120;182325
20200121;173491
20200122;159726
20200123;138995
20200124;93606
20200125;52618
20200126;75610
20200127;174527
20200128;166173
20200129;155056
20200130;127271
20200131;64710
20200201;46321
20200202;75677
20200203;171647
20200204;165515
20200205;147496
20200206;135434
20200207;85084
20200208;47363
20200209;68854
20200210;146338
20200211;141515
20200212;129764
20200213;114587
20200214;71717
20200215;41761
20200216;64710
20200217;140493
20200218;133791
20200219;124845
20200220;112810
20200221;71670
20200222;39789
20200223;59481
20200224;132118
20200225;130933
20200226;120958
20200227;109701
20200228;71056
20200229;42985
20200301;64615
20200302;132416
20200303;126925
20200304;118628
20200305;103905
20200306;68988
20200307;41393
20200308;57551
20200309;118370
20200310;106965
20200311;125803
20200312;132455
20200313;106790
20200314;72999
20200315;81799
20200316;179558
20200317;165071
20200318;157771
20200319;157983
20200320;150465
20200321;84661
20200322;95674
20200323;211132
20200324;204740
20200325;205773
20200326;215499
20200327;169409
20200328;90803
20200329;103217
20200330;275070
20200331;251689
20200401;237732
20200402;232930
20200403;128553
20200404;79469
20200405;70596
20200406;117461
20200407;98680
20200408;90687
20200409;80546
20200410;83224
20200411;74022
20200412;80367
20200413;175514
20200414;282619
20200415;277320
20200416;266937
20200417;215541
20200418;105556
20200419;123543
20200420;288177
20200421;285401
20200422;278968
20200423;254585
20200424;224136
20200425;116785
20200426;128647
20200427;295052
20200428;283719
20200429;279446
20200430;258661
20200501;143594
20200502;108669
20200503;119284
20200504;288832
20200505;270581
20200506;253201
20200507;260409
20200508;215175
20200509;120025
20200510;132847
20200511;264215
20200512;252943
20200513;245516
20200514;257348
20200515;149533
20200516;114351
20200517;123696
20200518;258857
20200519;242726
20200520;247503
20200521;241766
20200522;203421
20200523;122204
20200524;127958
20200525;223657
20200526;229944
20200527;220373
20200528;219187
20200529;197817
20200530;97733
20200531;116023
20200601;224282
20200602;211021
20200603;186598
20200604;182037
20200605;156928
20200606;87686
20200607;105450
20200608;198683
20200609;178228
20200610;181334
20200611;161488
20200612;147584
20200613;73241
20200614;88674
20200615;192925
20200616;146758
20200617;147847
20200618;133213
20200619;127485
20200620;67733
20200621;67915
20200622;162568
20200623;128538
20200624;127606
20200625;129475
20200626;106846
20200627;54519
20200628;66250
20200629;138540
20200630;136437
20200701;150012
20200702;141541
20200703;132275
20200704;51552
20200705;64079
20200706;135433
20200707;123266
20200708;116699
20200709;128708
20200710;103215
20200711;42734
20200712;52917
20200713;110145
20200714;99869
20200715;85596
20200716;86529
20200717;65318
20200718;21163
20200719;23398
20200720;60325
20200721;40449
20200722;34184
20200723;27198
20200724;20689
20200725;8294
20200726;8739
20200727;18828
20200728;13408
20200729;12309
20200730;11057
20200731;9047
20200801;7262
20200802;5992
20200803;11576
20200804;9837
20200805;8733
20200806;8508
20200807;7527
20200808;5701
20200809;5466
20200810;10304
20200811;11045
20200812;9977
20200813;9576
20200814;7991
20200815;6790
20200816;6965
20200817;12409
20200818;12455
20200819;12516
20200820;12515
20200821;11483
20200822;9404
20200823;9780
20200824;18386
20200825;19184
20200826;14062
20200827;20017
20200828;18969
20200829;16068
20200830;19131
20200831;36877
20200901;56769
20200902;60925
20200903;54710
20200904;47531
20200905;26063
20200906;31365
20200907;69417
20200908;60798
20200909;61404
20200910;63473
20200911;52611
20200912;28418
20200913;34999
20200914;85792
20200915;80231
20200916;72043
20200917;75940
20200918;67623
20200919;41151
20200920;56065
20200921;155964
20200922;168160
20200923;151677
20200924;156125
20200925;141785
20200926;84956
20200927;143932
20200928;416577
20200929;390965
20200930;354932
20201001;341508
20201002;267325
20201003;132733
20201004;188644
20201005;469354
20201006;475167
20201007;441453
20201008;408579
20201009;290749
20201010;117299
20201011;127436
20201012;204037
20201013;466604
20201014;424410
20201015;396515
20201016;289678
20201017;140230
20201018;188492
20201019;450188
20201020;428399
20201021;410290
20201022;380377
20201023;283341
20201024;126197
20201025;191805
20201026;405666
20201027;401853
20201028;371308
20201029;339803
20201030;262642
20201031;106599
20201101;129123
20201102;207125
20201103;420584
20201104;331511
20201105;358029
20201106;264976
20201107;123431
20201108;137336
20201109;217268
20201110;403963
20201111;357533
20201112;330104
20201113;228473
20201114;129918
20201115;173732
20201116;382724
20201117;368831
20201118;339022
20201119;320311
20201120;241166
20201121;119367
20201122;159243
20201123;353152
20201124;351797
20201125;333021
20201126;309053
20201127;233641
20201128;123259
20201129;162330
20201130;348837
20201201;342580
20201202;317730
20201203;292765
20201204;221644
20201205;99031
20201206;108129
20201207;139351
20201208;162797
20201209;323227
20201210;312785
20201211;230429
20201212;113936
20201213;153482
20201214;337415
20201215;323098
20201216;291263
20201217;276914
20201218;208779
20201219;103288
20201220;127122
20201221;277879
20201222;233095
20201223;103103
20201224;53421
20201225;48119
20201226;88036
20201227;91222
20201228;117309
20201229;108607
20201230;95524
20201231;44215
20210101;50138
20210102;98324
20210103;100929
20210104;129127
20210105;104446
20210106;75202
20210107;151488
20210108;219693
20210109;97540
20210110;165569
20210111;388418
20210112;376479
20210113;354901
20210114;350494
20210115;274326
20210116;146857
20210117;176413
20210118;369419
20210119;358998
20210120;349377
20210121;330167
20210122;276912
20210123;157563
20210124;185639
20210125;301083
20210126;267251
20210127;280968
20210128;241609
20210129;181261
20210130;156023
20210131;189132
20210201;309579
20210202;287704
20210203;295821
20210204;262795
20210205;216740
20210206;145090
20210207;180396
20210208;326559
20210209;311441
20210210;300101
20210211;286081
20210212;210188
20210213;102996
20210214;147872
20210215;406928
20210216;371447
20210217;364145
20210218;329835
20210219;223503
20210220;94884
20210221;151240
20210222;373585
20210223;349899
20210224;320882
20210225;301432
20210226;208950
20210227;82502
20210228;126585
20210301;324469
20210302;305884
20210303;296079
20210304;270752
20210305;182956
20210306;79934
20210307;121032
20210308;294606
20210309;296304
20210310;279738
20210311;256850
20210312;177383
20210313;76369
20210314;115831
20210315;280042
20210316;275001
20210317;258067
20210318;221385
20210319;88535
20210320;81454
